Date,ABNB,BABA,CNP,DUK,EVRG,F,JD,LCID,NEE,RIVN,SHOPCN,SMCI,SO,SPOT,UBER,WEC
2024-09-11,941.2986617824082,971.0618709659153,1022.333661818097,1073.4577076060114,1114.4924054714177,955.5320163460353,900.7563046049025,900.3394578076585,1280.7782626225655,1139.1808868013786,968.534619760897,1099.8164654890554,1112.8822381793057,986.8116378859758,1204.3239935910347,1141.9439680008222
2024-09-18,944.0406397356817,958.7135750699352,1029.4681199023948,1070.719165884464,1118.5226309297088,966.2362066316784,903.8304776916722,899.5247376582183,1285.518706711084,1114.9414531645266,972.1972522722374,1089.8687144964767,1110.9411361346458,989.8227071665663,1232.5682129736101,1138.6946196602266
2024-09-25,946.4416388788267,1044.6513116226236,1025.5090238056998,1074.0561754191556,1125.115670524483,957.7856359673237,988.4035006236136,899.0354420693958,1288.8683778128448,1045.6563945824703,977.2270950221915,1101.6760664366557,1105.8082237002016,1018.5771202967063,1266.4132084543326,1130.7868806043052
2024-10-02,946.5125078913584,1267.6419166593444,1030.9898231690765,1079.9873225208048,1107.9756320161428,962.0780265172134,1240.595896001389,897.4050734324874,1297.908308462063,1055.2644243894342,977.5587940269054,1088.6671685842475,1126.8582729559428,1012.6935336198464,1229.0942225733781,1145.6564430138442
2024-10-09,944.7468710283099,1172.1386429019801,1032.7211049112102,1058.0701970026091,1084.7836404922168,961.4694819669018,1189.2592771214856,890.0028734560289,1245.8935528557363,1048.5683999982132,979.9580779624106,1123.4918693407874,1103.7927598763908,1008.3378878348394,1278.1949187250843,1110.273996451706
2024-10-16,946.9929143912832,1108.9466815466346,1055.0458716401738,1082.6881482972492,1109.511802699204,971.0171206293434,1113.5350784921109,892.7311384897264,1284.4800223690474,1038.6706896192468,979.7033227948244,1139.611413006679,1121.304046636531,1007.6697444723571,1303.8037002825668,1149.5718428776452
2024-10-23,944.9874010432703,1070.904991793377,1037.3688950209028,1089.9976198524582,1111.9148021149842,971.8443635892463,1104.5661239653673,888.7147237131375,1286.2715848367684,1020.6314120937302,977.5817156026851,1113.3127991985268,1135.8191993628302,1016.9305778693056,1280.5925703767725,1148.5034654988394
2024-10-30,946.9187128712051,1075.5342299969798,1023.6858338493204,1062.4340383723122,1105.3780192801805,952.9047510843045,1109.4419755746958,887.211460662531,1219.9270235307695,1034.9223277381757,979.096207847038,1048.9893903132745,1105.714484651428,1029.4545049383373,1283.2757707460664,1130.4645567335688
2024-11-06,947.0119957654188,1055.4808328382312,1030.4907567515156,1053.3427057706026,1111.8595259909737,965.0722787501745,1074.5610357951186,885.6491858406303,1163.1359229744446,1006.6043726212811,979.7928197008558,982.5878807794761,1088.9945067005194,1022.2823272370215,1202.233463448852,1120.4592315339746
2024-11-13,942.6351801889195,1016.6492547136136,1018.4988935233926,1053.025106361988,1124.7436588815383,962.038851087268,1030.6528900454657,886.5581788217456,1162.856006608618,1063.1632931917893,1044.1085292853877,964.1198656564453,1081.0036626916765,1078.9773357894842,1170.3583717692236,1131.2455611703763
2024-11-20,943.7237399126197,971.8888299124594,1038.0684365746215,1057.1574474594934,1129.8910966925173,957.4486392808841,1005.0464830746713,886.068586898772,1193.534836923429,1005.6090584875514,1014.94539097797,1030.5620251017144,1094.4076767970855,1085.4670150497275,1162.4681688705286,1139.717818765305
2024-11-27,945.5738958007684,976.8602780404335,1053.73676207488,1072.8243863532668,1154.9119383800323,964.0935898805876,1043.2882847658823,890.2567864193359,1207.8036173079909,1074.7459766035424,1038.2677571944562,1104.2026585870865,1095.3573737546067,1090.6872907969077,1188.866499771023,1158.1703445298097
2024-12-04,947.9099094752731,973.5422997868861,1043.1263919789733,1060.7200606874085,1111.8473591997779,960.9903711255671,1037.5973285197367,892.5581486053879,1181.4678932036534,1074.2802035294649,1041.1241472151662,1150.8395303303187,1081.0036039271258,1128.3975331777913,1188.5098276280128,1137.114226682323
2024-12-11,948.9571024122951,1016.8421908872212,1029.1530155867874,1047.3732205067429,1118.1130591651136,957.8303576798461,1076.891425424111,895.7735689711627,1152.3739220331433,1141.7033753413637,1056.1414288831959,1105.163952084833,1064.3965401143796,1103.73408275362,1118.4693953678657,1113.4531960831496
2024-12-18,947.2665045222748,971.9065133416026,1061.6326945920787,1031.6956564764348,1099.1702928543539,945.3158708146755,1037.0937353471033,895.0818470901681,1136.253112998,1122.7529763985613,1043.0494457485113,1031.9115098966545,1057.2698327650555,1081.4512574063824,1125.8184205835082,1096.702200006124
2024-12-25,949.690052192626,996.6973612449199,1048.7792789969847,1042.398573907452,1123.7933713523257,950.5807674292968,1037.9927446557322,901.1138083150595,1170.1162261257339,1146.8219636305357,1040.5881547165175,1050.3053862637423,1054.72637008206,1093.3940635297874,1118.3849999106073,1120.3302127041504
2025-01-01,950.612677227483,995.0284310908531,1061.9435173737763,1034.4910485681753,1117.5059551654965,950.7348766081494,1012.7204472414809,903.5512962686241,1143.59331608837,1127.798681166027,1027.546185947229,1025.1368093256206,1061.7062544322603,1076.5400111623921,1101.7982976775036,1120.5036882157099
2025-01-08,951.5092056572329,978.9543232949599,1041.4761893728958,1029.4936618670195,1101.4527381354678,950.9342911010698,999.0379775627393,902.6782633769664,1131.9484594007204,1139.2549703782024,1030.2220639878296,1034.6408777701806,1059.5914107958213,1108.697849867602,1141.6711855321446,1097.1835579381616
2025-01-15,951.8791176069832,965.5929931553509,1061.9184456128253,1036.2345926080575,1094.1714657659445,954.2788264948178,1014.5421981449049,904.8408466661042,1117.1482099318278,1140.1198455711974,1018.2810678259091,1027.9729011508632,1053.9397287284767,1120.0311406599628,1155.2193342724402,1106.623596908987
2025-01-22,952.1298333773655,1016.5693618679957,1036.0487934939333,1032.041035209127,1114.7820965374888,955.6204001030787,1087.703625077495,903.044164027343,1109.7211328169742,1080.9209206147104,1023.161559154841,1067.9699737485023,1054.2033703720392,1121.3100127036575,1158.8259706593483,1120.0522459946496
2025-01-29,954.626317117136,1094.6723787316732,1072.306970144472,1041.9799621566071,1124.2101908998072,960.2331622221728,1115.7802735689472,907.2539076659591,1140.4022825413708,1076.857979913927,1056.2155276416452,1046.0011940376608,1069.1007008619686,1182.131675314568,1162.2609717787225,1134.3021352066853
2025-02-05,955.5011435192497,1126.2791855522298,1021.8031539677122,1054.4884553149059,1130.1142198482225,958.6826810634416,1112.8838919590298,909.6137771323359,1108.2132097887295,1099.2156728433365,1072.9989430195503,1070.4674509028653,1061.6011771076212,1289.573109852471,1126.8186462343228,1149.0168039944924
2025-02-12,956.0510648310404,1292.8485526466484,1043.6054124359055,1063.1345249495778,1152.8049371102854,946.6304792394284,1100.1412999276108,907.7552743001769,1116.8694920859607,1077.7135877293802,1051.740074495617,1097.0181241503471,1083.0739608556853,1310.6174344191181,1270.2701011802087,1168.7591949323214
2025-02-19,959.7027357330581,1342.8210981823559,1061.4056593152236,1047.7913707971206,1139.6989275148512,945.1081980551683,1097.1050741197216,913.5892363200757,1105.0156489914832,1124.7721348258056,1073.6608740221263,1328.5520323637938,1081.5682964036262,1317.6788399554002,1291.439591516532,1165.8418602991792
